delicious,fresh,fragrant,soft,inexpensive,good_atmosphere,good_service,affordable,good_quality,good_manner,warm,tasty,authentic,enjoyable,clean,attentive,lovely,beautiful,adorable,worth,recommended,reasonable_price,nice_looking,not_tasty,not_fresh,not_fragrant,tough,expensive,terrible_atmosphere,bad_service,bad_quality,dirty,inattentive,unlovely,ugly,not_cute,not_worth,not_recommend
0.7115555919594813,0.07490058862731382,0.22470176588194146,0.11235088294097073,0.0,0.37450294313656907,0.26215206019559834,0.03745029431365691,0.0,0.0,0.0,0.0,0.0,0.03745029431365691,0.03745029431365691,0.411953237450226,0.14980117725462763,0.07490058862731382,0.0,0.11235088294097073,0.0,0.0,0.03745029431365691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8403049859650082,0.11056644552171162,0.24324618014776556,0.2874727583564502,0.0,0.11056644552171162,0.0,0.0,0.0884531564173693,0.0,0.04422657820868465,0.0,0.0,0.0,0.0,0.06633986731302698,0.022113289104342324,0.04422657820868465,0.0,0.33169933656513484,0.0,0.0,0.0,0.022113289104342324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022113289104342324,0.0,0.0,0.0,0.0
0.7299349774571516,0.12462304493170881,0.2670493819965189,0.480688887593734,0.01780329213310126,0.12462304493170881,0.05340987639930378,0.0,0.01780329213310126,0.0,0.01780329213310126,0.0,0.0,0.0,0.0,0.24924608986341762,0.05340987639930378,0.10681975279860756,0.0,0.23144279773031637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7292326585857226,0.1695889903687727,0.20350678844252723,0.1695889903687727,0.15263009133189542,0.06783559614750909,0.08479449518438635,0.0,0.08479449518438635,0.0,0.0,0.0,0.0,0.0,0.0,0.25438348555315904,0.35613687977442265,0.13567119229501817,0.01695889903687727,0.3391779807375454,0.0,0.0,0.0,0.0,0.01695889903687727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01695889903687727,0.0,0.0,0.0,0.03391779807375454
0.45764355256282924,0.20339713447236854,0.27967105989950675,0.12712320904523033,0.0,0.5593421197990135,0.20339713447236854,0.0,0.0762739254271382,0.0,0.0,0.050849283618092135,0.0,0.10169856723618427,0.0,0.3305203435175989,0.20339713447236854,0.050849283618092135,0.0,0.355944985326645,0.0,0.0,0.0,0.0,0.0,0.025424641809046068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025424641809046068,0.0,0.0,0.0,0.025424641809046068
0.563454648891836,0.16647523717258791,0.26892153697110355,0.21769838707184572,0.02561157494962891,0.3713678367696192,0.43539677414369143,0.012805787474814454,0.02561157494962891,0.038417362424443366,0.07683472484888673,0.038417362424443366,0.0,0.16647523717258791,0.0,0.19208681212221682,0.26892153697110355,0.21769838707184572,0.0,0.10244629979851563,0.0,0.0,0.012805787474814454,0.0,0.0,0.038417362424443366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012805787474814454,0.0,0.0,0.0,0.02561157494962891
0.7800549241680796,0.09286368144858091,0.3528819895046075,0.18572736289716182,0.05571820886914855,0.0,0.09286368144858091,0.0,0.05571820886914855,0.0,0.0,0.0,0.0,0.018572736289716184,0.0,0.37145472579432365,0.1114364177382971,0.0,0.0,0.2228728354765942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09286368144858091,0.0,0.0,0.0,0.0
0.586264274155729,0.26056189962476844,0.15199444144778157,0.08685396654158947,0.06514047490619211,0.47769681597874214,0.19542142471857632,0.0,0.06514047490619211,0.06514047490619211,0.021713491635397368,0.0,0.0,0.08685396654158947,0.021713491635397368,0.23884840798937107,0.3257023745309605,0.10856745817698685,0.021713491635397368,0.30398888289556314,0.0,0.0,0.0,0.0,0.0,0.0,0.021713491635397368,0.0,0.0,0.0,0.0,0.0,0.0,0.043426983270794736,0.0,0.0,0.0,0.0
0.6688316766183248,0.3168150047139433,0.21121000314262886,0.10560500157131443,0.03520166719043814,0.19360916954740978,0.10560500157131443,0.0,0.10560500157131443,0.01760083359521907,0.052802500785657215,0.0,0.0,0.03520166719043814,0.01760083359521907,0.3696175054996005,0.3696175054996005,0.14080666876175257,0.0,0.19360916954740978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01760083359521907,0.0,0.0,0.0,0.0
0.5883484054145521,0.0,0.5883484054145521,0.19611613513818404,0.0,0.0,0.0,0.0,0.19611613513818404,0.0,0.19611613513818404,0.0,0.0,0.0,0.0,0.19611613513818404,0.0,0.3922322702763681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
