name,rating,rating_amt,open_hr,delivery_hr,price_scale,seat_amt,check_in,bookmarked,car_park,wi_fi,pet_allows,card_accept,delivery,for_kids,for_group,chang_khlan,chang_moi,chang_phueak,chom_thong,fa_ham,fang,hang_dong,huai_sai,huai_kaew,mae_hia,mae_rim,mae_taeng,mae_on,mueang_chiang_mai,nong_hoi,nong_pa_khrang,pa_daet,san_kamphaeng,san_klang,san_sai,saraphi,sri_phum,suthep,tha_sala,tha_wang_tan,ton_pao,chiang_mai_business_park,nimmanhaemin,san_pa_tong,charoenrat_rd,wiang_bua_rd,ratchaphruek_rd,prapokkloa_rd,rajavithi_rd,chotana_rd,sirimangkalachan_rd,bread,croissant,baguette,pastry,cake,cupcake,muffin,donut,cookie,brownie,pie,pretzel,scone,roll,bun,danish,tart,macaron,cinnamon_roll,cheesecake,biscuit,pain_au_chocolat,pita_bread,quiche,brioche,pita,delicious,fresh,fragrant,soft,inexpensive,good_atmosphere,good_service,affordable,good_quality,good_manner,warm,tasty,authentic,enjoyable,clean,attentive,lovely,beautiful,adorable,worth,recommended,reasonable_price,nice_looking,not_tasty,not_fresh,not_fragrant,tough,expensive,terrible_atmosphere,bad_service,bad_quality,dirty,inattentive,unlovely,ugly,not_cute,not_worth,not_recommend
8 days a week . (เอท เดย์ส อะ วีค),3.9,87,08:00 - 18:00,08:30 - 17:30,1,40,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406838102,0.033903175,0.169515876,0.06780635,0,0.305128577,0.101709526,0,0,0,0.033903175,0,0,0.101709526,0,0.542450803,0.508547628,0.271225401,0,0.237322226,0,0,0,0,0,0.033903175,0,0,0,0,0,0,0,0.033903175,0,0,0,0
Krisp Cafe,4.2,16,09:00 - 17:00,18:30 - 19:00,2,40,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498135481,0.199254193,0.249067741,0.149440644,0,0.348694837,0.199254193,0,0.049813548,0.049813548,0,0,0,0.099627096,0,0.199254193,0.54794903,0.149440644,0,0.298881289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOB Coffee-บ็อบ,4.4,9,08:00 - 18:00,08:30 - 17:30,1,150,0,0,TRUE,TRUE,,FALSE,TRUE,,,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304997141,0.304997141,0,0,0,0.304997141,0,0,0,0,0,0,0,0.15249857,0,0.609994281,0.457495711,0.15249857,0,0.304997141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A DAY IN CHIANG MAI COFFEE BREW,3.8,39,09:00 - 16:30,09:00 - 16:30,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518874522,0.185312329,0.407687124,0.111187397,0.037062466,0.148249863,0.333562192,0,0.037062466,0,0.037062466,0,0,0.037062466,0,0.555936987,0.148249863,0.185312329,0,0.111187397,0,0,0,0,0,0,0,0,0,0.037062466,0,0,0,0,0,0,0,0
1's Kitchen Journey (1's Kitchen Journey),4.4,9,09:00 - 16:00,,2,40,0,0,TRUE,TRUE,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480384461,0.320256308,0,0,0,0.320256308,0.320256308,0,0,0,0,0,0,0,0,0.160128154,0.640512615,0,0,0.160128154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WELLA DA CAFE',3.7,18,08:00 - 20:00,,2,150,0,0,TRUE,TRUE,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.052631579,0,0,0,0.526315789,0.473684211,0,0,0.105263158,0,0,0,0.052631579,0,0,0.684210526,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
แก้วกาแฟ,4.1,7,08:00 - 16:00,,1,40,2,17,TRUE,,FALSE,,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631168744,0,0,0,0,0.721335708,0,0,0,0,0,0,0,0,0,0.27050089,0.090166963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAPH (กราฟ กราวน์),3.9,23,09:00 - 18:00,,2,40,12,117,TRUE,FALSE,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349333506,0.232889004,0.058222251,0,0,0.232889004,0.116444502,0,0.058222251,0,0,0,0,0.058222251,0,0.756889263,0.291111255,0,0,0.291111255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058222251,0,0,0,0
The Barn : Eatery Design (The Barn : Eatery Design),3.9,150,09:00 - 23:00,,2,80,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422141256,0.076752956,0.307011823,0.076752956,0,0.53727069,0.153505911,0,0.038376478,0,0,0.038376478,0,0.076752956,0,0.3453883,0.230258867,0.268635345,0,0.383764778,0,0,0.038376478,0,0,0.038376478,0,0,0,0,0,0,0,0,0,0,0,0
Hannah • Hahn (ฮันนาห์ • ฮาห์น),4,9,08:30 - 21:00,,2,40,3,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0.577350269,0,0,0.577350269,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207390339,0,0,0,0.103695169,0.103695169,0.207390339,0,0,0.103695169,0,0,0,0,0,0.103695169,0.933256525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kan Vela Crafted Chocolate,3.9,39,09:00 - 18:00,,2,150,0,0,TRUE,TRUE,,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544331054,0.090721842,0,0,0.045360921,0.181443685,0.181443685,0,0.045360921,0,0.090721842,0,0,0.090721842,0.045360921,0.680413817,0.272165527,0.226804606,0,0.090721842,0,0.045360921,0,0,0,0,0,0,0,0,0,0,0,0.090721842,0,0,0,0
Chic 39 (ชิค 39),4,115,10:00 - 19:00,,2,150,46,829,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572129568,0.17163887,0.085819435,0.114425914,0.028606478,0.371884219,0.143032392,0,0.085819435,0.028606478,0.028606478,0.028606478,0,0,0,0.085819435,0.629342524,0.17163887,0,0.143032392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE STORY 106,4.1,7,08:00 - 20:30,08:00 - 20:30,2,80,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0.40824829,0,0,0.204124145,0.40824829,0,0,0.204124145,0,0,0,0,0,0,0.40824829,0.40824829,0.204124145,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ging Grai - กิ่งไกร เชียงใหม่ (กิ่งไกร),4.3,13,11:30 - 21:00,11:30 - 20:00,3,40,0,0,TRUE,TRUE,,TRUE,TRUE,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848668425,0.15430335,0.424334212,0.15430335,0,0.077151675,0.192879187,0,0,0,0,0,0,0.038575837,0,0,0.038575837,0,0,0.077151675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About Coffee (ออล อเบ้าท์ คอฟฟี่),5,4,08:00 - 17:00,,2,N/A,2,2,TRUE,,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.577350269,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755928946,0,0,0,0,0.377964473,0,0,0.377964473,0,0,0,0,0,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sukhum Craft スクンクラフト (สุขุม คราฟต์),4.2,27,07:00 - 17:00,07:00 - 16:30,1,40,0,0,TRUE,TRUE,,FALSE,TRUE,,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412081692,0.34340141,0.137360564,0,0,0.412081692,0.068680282,0,0.068680282,0,0,0,0,0.137360564,0,0.274721128,0.34340141,0,0,0.549442256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พาสต้าอาม่า (Pasta Ama),4.3,3,09:00 - 23:00,,2,N/A,3,15,TRUE,,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595,0.447213595,0,0,0,0.447213595,0,0,0,0,0,0,0,0,0,0.447213595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595,0,0,0,0
Chez Nous in town (เชนู),3.9,12,10:00 - 19:00,10:00 - 19:00,2,10,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771743633,0.171498585,0.257247878,0.171498585,0,0.085749293,0.257247878,0,0.171498585,0,0,0,0,0,0,0.171498585,0.171498585,0,0,0.34299717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosie.cnx,3.5,4,09:00 - 18:00,09:00 - 18:00,2,10,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0.40824829,0.40824829,0,0,0.40824829,0,0,0,0,0,0,0,0.40824829,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Volcano (เดอะ โวลคาโน่),4.1,379,11:00 - 23:00,11:00 - 22:00,1,80,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758046991,0.213200716,0.450090401,0.213200716,0.047377937,0.071066905,0.047377937,0,0,0,0.023688968,0,0,0,0,0.260578653,0.118444842,0.047377937,0.023688968,0.189511748,0,0,0,0.023688968,0,0,0,0,0,0,0,0,0,0.023688968,0,0,0,0
ชมนกชมไม้ (CHOM NOK CHOM MAI),3.8,196,08:00 - 17:00,,1,40,98,744,TRUE,TRUE,TRUE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.287201541,0.127645129,0.127645129,0,0.031911282,0.638225646,0.223378976,0,0.095733847,0,0,0,0,0.063822565,0,0.255290259,0.510580517,0.255290259,0,0.127645129,0,0,0.031911282,0,0,0,0,0,0,0,0,0,0,0,0.063822565,0.031911282,0,0
Gateway Coffee Roasters,3.9,55,09:00 - 17:30,,2,40,17,376,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.208514414,0.208514414,0.125108648,0,0,0.583840359,0.166811531,0,0.041702883,0,0,0,0,0.041702883,0,0.333623062,0.500434594,0,0,0.375325945,0,0.083405766,0,0,0,0,0,0,0,0,0,0,0,0.125108648,0,0,0,0
Anda Peka อันดาเภกา (อันดาเภกา),4,7,09:00 - 16:00,,2,10,3,13,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.717137166,0,0.239045722,0.239045722,0,0.119522861,0,0,0.239045722,0,0,0,0,0,0,0.478091444,0.119522861,0.239045722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flips&Flips Home Made Donuts (ฟลิพส์แอนด์ฟลิพส์ โฮมเมด โดนัทส์),4.2,76,11:00 - 16:00,,1,10,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,,,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63344263,0.260829318,0.186306656,0.577550634,0,0.018630666,0.074522662,0,0.018630666,0,0,0.018630666,0,0.018630666,0,0.316721315,0.037261331,0.055891997,0,0.223567987,0,0,0,0.018630666,0,0,0,0,0,0,0,0,0,0.018630666,0,0,0,0
Toastally U ขนมปังพรีเมียม プレミアムパンเนื้อนุ่มสไตล์ญี่ปุ่น (Toastally U),4,2,09:00 - 21:00,09:30 - 20:30,1,40,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0.471404521,0.23570226,0.471404521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kafer house,4.5,4,08:00 - 17:00,,1,0,2,67,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511345,0.904534034,0,0.301511345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House by Ginger,3.8,22,11:00 - 22:00,,3,80,0,0,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45003516,0.168763185,0.056254395,0,0.056254395,0.45003516,0.33752637,0,0.168763185,0.056254395,0,0.056254395,0,0,0,0.168763185,0.56254395,0.11250879,0,0.22501758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056254395,0,0,0,0
Brewginning (บิวกินนิ่ง),3.8,34,07:00 - 19:00,,1,40,25,172,TRUE,TRUE,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274075484,0.479632097,0.342594355,0.068518871,0,0.479632097,0.068518871,0,0.068518871,0,0,0,0,0,0,0.411113226,0.342594355,0.068518871,0,0.205556613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บ้านพายจริณ BAAN PIE CHARIN Cafe & Bistro (บ้านพายจริณ),4.1,26,08:00 - 18:00,,2,40,12,105,TRUE,TRUE,TRUE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0.815934836,0.037087947,0.222527682,0.074175894,0,0.222527682,0.148351788,0,0.037087947,0,0.037087947,0,0,0.074175894,0,0.407967418,0.074175894,0.111263841,0,0.111263841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037087947,0,0,0,0
EVERGREEN CAFE & HOTEL (EVERGREEN.cafe.hotel),4,21,08:00 - 17:00,08:00 - 16:30,1,40,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145864991,0.145864991,0.291729983,0,0,0,0.437594974,0,0,0,0,0,0,0.291729983,0,0.437594974,0.583459966,0.145864991,0,0.145864991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145864991,0,0,0,0
Atlantis Valley,4.1,9,08:30 - 17:30,,2,40,6,40,TRUE,TRUE,FALSE,FALSE,,,TRUE,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480384461,0,0.160128154,0,0,0.640512615,0.160128154,0,0,0.160128154,0,0,0,0,0,0.160128154,0.160128154,0,0,0.480384461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakamon Factory (Pakamon Factory),4.1,91,09:00 - 18:00,09:30 - 17:30,2,150,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.569540341,0.043810795,0.131432386,0.043810795,0,0.613351136,0.306675568,0,0.043810795,0,0,0,0,0.043810795,0,0.306675568,0.043810795,0.087621591,0,0.262864773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087621591,0,0,0,0
Grace the find bakery (เกรซ เดอะ ไฟน์ เบเกอรี่),4.3,17,07:00 - 17:30,07:30 - 17:00,1,40,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721335708,0.27050089,0.450834817,0.27050089,0.090166963,0.180333927,0.090166963,0,0.180333927,0,0,0.090166963,0,0,0,0.090166963,0,0,0,0.180333927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LykeandLia (LykeandLia),3.4,8,09:00 - 21:00,09:00 - 21:00,1,N/A,0,0,,,,FALSE,TRUE,,,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0.19245009,0.19245009,0.19245009,0,0,0,0,0,0,0,0.19245009,0,0.384900179,0,0.577350269,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOAST IT (โทสต์อิท),4,71,12:00 - 21:00,,2,40,37,232,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654848392,0.084496567,0.443606975,0.211241417,0,0.147868992,0.232365559,0,0.063372425,0.021124142,0.105620708,0.042248283,0,0,0,0.337986267,0.105620708,0.295737984,0,0.12674485,0,0,0,0.021124142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carp Cafe',3.6,55,09:00 - 20:00,,3,40,23,112,TRUE,,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.264906471,0.198679854,0.033113309,0.033113309,0,0.62915287,0.132453236,0.033113309,0.066226618,0.033113309,0,0,0.033113309,0.066226618,0,0.132453236,0.62915287,0.066226618,0,0.198679854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066226618,0,0,0,0.033113309
Ausaa (อุษา),4.4,27,10:00 - 17:00,,1,10,9,207,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0.597437991,0.325875268,0,0,0,0,0.217250179,0,0.054312545,0,0.217250179,0,0,0,0.108625089,0.217250179,0.217250179,0.434500357,0,0.380187813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuan cafe & bistro (นวล คาเฟ่&บิสโทร),3.6,26,09:00 - 16:30,,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719131696,0.05136655,0.154099649,0.154099649,0,0.308199298,0.205466199,0,0,0.05136655,0.102733099,0,0,0.05136655,0,0.359565848,0.102733099,0.359565848,0,0.102733099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nana Bakery,3.9,40,09:00 - 18:00,,1,40,18,171,TRUE,,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0.69806362,0.033241125,0.465375747,0.232687873,0,0.033241125,0.166205624,0,0.033241125,0.06648225,0,0,0,0.033241125,0,0.365652372,0.033241125,0,0,0.265928998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
กาแฟไปยาลใหญ่ (PAI YAN YAI COFFEE),3.8,66,08:00 - 20:00,,1,80,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58734577,0.21358028,0.400463025,0.133487675,0.026697535,0.32037042,0.347067955,0,0.026697535,0,0.080092605,0.026697535,0,0.133487675,0.026697535,0.10679014,0.133487675,0.32037042,0,0.21358028,0,0,0,0.026697535,0,0.026697535,0.026697535,0,0,0,0,0,0,0.026697535,0,0,0,0.026697535
