name,rating,rating_amt,open_hr,delivery_hr,price_scale,seat_amt,check_in,bookmarked,car_park,wi_fi,pet_allows,card_accept,delivery,for_kids,for_group,chang_khlan,chang_moi,chang_phueak,chom_thong,fa_ham,fang,hang_dong,huai_sai,huai_kaew,mae_hia,mae_rim,mae_taeng,mae_on,mueang_chiang_mai,nong_hoi,nong_pa_khrang,pa_daet,san_kamphaeng,san_klang,san_sai,saraphi,sri_phum,suthep,tha_sala,tha_wang_tan,ton_pao,chiang_mai_business_park,nimmanhaemin,san_pa_tong,charoenrat_rd,wiang_bua_rd,ratchaphruek_rd,prapokkloa_rd,rajavithi_rd,chotana_rd,sirimangkalachan_rd,bread,croissant,baguette,pastry,cake,cupcake,muffin,donut,cookie,brownie,pie,pretzel,scone,roll,bun,danish,tart,macaron,cinnamon_roll,cheesecake,biscuit,pain_au_chocolat,pita_bread,quiche,brioche,pita,delicious,fresh,fragrant,soft,inexpensive,good_atmosphere,good_service,affordable,good_quality,good_manner,warm,tasty,authentic,enjoyable,clean,attentive,lovely,beautiful,adorable,worth,recommended,reasonable_price,nice_looking,not_tasty,not_fresh,not_fragrant,tough,expensive,terrible_atmosphere,bad_service,bad_quality,dirty,inattentive,unlovely,ugly,not_cute,not_worth,not_recommend
Merrybonbon (เมอร์รี่บงบง),4.2,27,11:00 - 18:30,,2,40,18,187,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.16,0.16,0.2,0,0.2,0.16,0,0.08,0,0,0.04,0,0.04,0,0.08,0,0.2,0,0.28,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0
Under Over Cafe (อันเดอร์ โอเวอร์ คาเฟ่),4,18,10:00 - 16:30,10:00 - 16:30,2,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.758175397,0,0.291605922,0.116642369,0,0.233284737,0.233284737,0,0,0,0.116642369,0.058321184,0,0,0,0.40824829,0.058321184,0.174963553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddu Coffee,3.9,56,08:30 - 17:00,,1,40,30,271,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.307076037,0.170597798,0.102358679,0.102358679,0.03411956,0.750630313,0.272956478,0,0.03411956,0.03411956,0,0,0.068239119,0,0,0.170597798,0.307076037,0.102358679,0,0.272956478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03411956,0,0,0,0
Zombie Cafe' Maerim Chiangmai (ซอมบี้ คาเฟ่),3.6,93,09:00 - 18:00,,2,150,29,313,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370221652,0.085435766,0.056957177,0.056957177,0.028478589,0.740443303,0.227828709,0,0,0.085435766,0,0,0,0,0,0.39870024,0.113914354,0,0,0.256307297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056957177,0,0,0,0
Into the Woods Cafe (อินทูเดอะวูดส์คาเฟ่),4,147,09:00 - 18:00,09:00 - 17:30,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.573539335,0.038235956,0.152943823,0.038235956,0.038235956,0.420595512,0.152943823,0,0,0.076471911,0.038235956,0.038235956,0,0.038235956,0,0.344123601,0.114707867,0.497067423,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038235956,0,0,0,0
The Old Chiang Mai Café & Espresso Bar (ดิโอลด์เชียงใหม่ค่าเฟ่แอนด์เอสเพรสโซบาร์),3.8,47,10:00 - 18:00,,1,40,32,416,TRUE,TRUE,FALSE,TRUE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.578314932,0.08674724,0.318073213,0,0,0.607230679,0.144578733,0.028915747,0,0,0,0.028915747,0,0,0,0.231325973,0.260241719,0.17349448,0,0.115662986,0,0,0,0.028915747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บ้านเลขที่สามสาม-No.33 (บ้านเลขที่สามสาม),3.8,37,09:00 - 17:00,09:00 - 16:30,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481683051,0.240841525,0.09633661,0.19267322,0,0.09633661,0.240841525,0,0,0,0.144504915,0,0,0,0.048168305,0.19267322,0.144504915,0.674356271,0,0.240841525,0,0.048168305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joint.s cafe (จอยท์),4,7,09:00 - 17:00,,1,40,4,26,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0.19245009,0,0.19245009,0,0.384900179,0.384900179,0,0,0,0,0,0,0.19245009,0.19245009,0.19245009,0.384900179,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บ้านเบเกอรี่ โฮมเมด (Baan Homemade Bakery),3.8,31,08:00 - 16:00,,1,40,18,306,TRUE,FALSE,FALSE,FALSE,,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716834257,0.055141097,0.514650235,0.312466214,0.018380366,0.073521462,0.018380366,0,0.018380366,0,0.036760731,0.018380366,0,0.018380366,0.018380366,0.183803656,0.018380366,0.036760731,0,0.275705483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018380366
FLAT cafe (แฟลท คาเฟ่),4.1,15,08:00 - 17:30,08:00 - 17:00,1,40,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698535473,0.232845158,0.232845158,0.31046021,0,0.155230105,0.155230105,0,0,0,0,0,0,0,0,0.232845158,0.232845158,0.232845158,0,0.31046021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thursdae,4.2,14,07:30 - 17:00,07:00 - 17:00,1,N/A,0,0,TRUE,FALSE,,FALSE,TRUE,,,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636445827,0.159111457,0.159111457,0,0,0.079555728,0.238667185,0,0,0,0,0.079555728,0,0,0,0.079555728,0.079555728,0.477334371,0,0.477334371,0,0,0.079555728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PotbellyB Burger,4,1,10:30 - 20:00,10:30 - 20:00,1,40,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nana Jungle (นานาจังเกิ้ล),4.1,95,08:00 - 11:00,,1,0,28,527,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0.565558754,0.565558754,0.407202303,0.158356451,0.06786705,0.226223502,0.06786705,0,0.02262235,0,0.02262235,0,0,0.02262235,0,0.248845852,0.0452447,0.02262235,0.02262235,0.203601151,0,0,0,0,0,0.02262235,0,0,0,0,0,0,0,0,0,0.02262235,0,0
Jo's,4,1,10:00 - 19:00,,2,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511345,0,0.603022689,0,0,0.301511345,0,0,0,0,0,0,0,0,0,0.603022689,0,0.301511345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beige.,4,5,08:00 - 18:00,,1,80,1,9,TRUE,TRUE,,FALSE,,,,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0.166666667,0,0,0,0,0.333333333,0.166666667,0.833333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ร้านเครปโซนเหลือง,5,11,17:00 - 22:00,18:30 - 22:00,1,N/A,0,0,TRUE,,,,TRUE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.769800359,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TORA BAKE Chiang Mai (โทระเบค เชียงใหม่),4.1,4,09:00 - 18:00,09:30 - 17:30,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0.48507125,0,0,0,0,0.242535625,0.242535625,0,0,0,0,0,0,0.242535625,0,0,0,0.727606875,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sixth Sep Cafe and Farm,4.5,2,09:00 - 17:00,,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0,0.755928946,0,0,0,0,0,0,0,0.377964473,0,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ขนมปังปิ้งป้าตุ้ม ม.พายัพ,4,36,11:00 - 19:00,11:00 - 18:30,1,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792982321,0.13216372,0.23128651,0.3304093,0.03304093,0,0,0,0.06608186,0,0,0,0,0,0,0.39649116,0,0,0,0.16520465,0,0,0,0.03304093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottontree Coffee Roasters (คอตตอนทรี คอฟฟี่แอนด์คาเฟ่),4,48,08:00 - 16:00,08:00 - 15:30,1,40,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462689774,0.092537955,0.524381744,0.12338394,0,0.462689774,0.246767879,0,0.06169197,0,0.06169197,0.06169197,0,0,0,0.246767879,0.215921894,0.215921894,0,0.215921894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jungle De Cafe Hang Dong Baan Tawai By Tongna Cottage (คาเฟ่เดอจังเกิล),3.3,31,08:00 - 23:00,,2,150,14,37,TRUE,TRUE,,FALSE,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.212621628,0.085048651,0.042524326,0,0,0.595340558,0.340194604,0,0,0,0,0,0,0,0,0.297670279,0.595340558,0.042524326,0,0.170097302,0,0,0,0,0,0,0,0,0,0.042524326,0,0,0,0,0,0,0,0
Bake Me Home (ใบชากาแฟ),4.1,9,08:30 - 16:30,,2,40,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0.869626357,0,0.237170825,0,0.079056942,0.316227766,0.079056942,0.079056942,0.079056942,0,0,0,0,0.158113883,0,0.079056942,0.158113883,0,0,0.079056942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988 Café,3.9,6,08:00 - 23:59,08:00 - 18:00,1,80,0,0,TRUE,TRUE,,FALSE,TRUE,,,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0.377964473,0.755928946,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Bread,3.8,17,09:00 - 17:00,,1,0,5,161,TRUE,,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0.577350269,0.433012702,0.577350269,0.144337567,0,0,0,0,0.144337567,0,0,0,0,0,0,0.144337567,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summery,3.8,5,08:00 - 17:00,,1,40,0,0,TRUE,TRUE,,FALSE,TRUE,,,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606798,0,0,0,0,0.223606798,0,0.223606798,0,0,0,0,0,0,0,0.894427191,0,0,0.223606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.Tu Coffee and Cafe (J.Tu Coffee and Cafe),4,1,08:00 - 16:00,07:30 - 16:00,1,10,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
โฮ่งบีช คาเฟ่ (Hong Beach Cafe),3.8,13,10:00 - 19:00,,2,40,9,27,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397359707,0,0,0,0,0.662266179,0.132453236,0,0,0,0,0,0,0,0,0.529812943,0.264906471,0,0,0.132453236,0,0,0,0.132453236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
คุ้มหอม คาเฟ่ - Khum Hom Cafe Chiangmai,3.1,15,10:00 - 22:00,09:00 - 17:00,2,40,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511345,0.301511345,0.301511345,0,0,0.603022689,0.150755672,0,0,0,0,0,0,0,0,0.301511345,0.452267017,0,0.150755672,0.150755672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ART FARMER Coffee Roastery & Music (ART FARMER Coffee Roastery & Music),3.7,7,07:00 - 17:00,07:00 - 17:00,1,40,0,0,TRUE,TRUE,,FALSE,TRUE,,,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0.204124145,0,0,0.204124145,0,0.40824829,0,0,0,0,0,0,0.204124145,0,0,0,0.816496581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elely Cafe' Mae Ping Bistro (แอลลี่ คาเฟ่ แม่ปิง บิสโทร),3.9,12,09:00 - 17:00,,1,N/A,5,53,TRUE,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113227703,0,0,0.452910814,0.33968311,0,0,0,0,0,0,0,0,0.33968311,0.33968311,0.566138517,0,0.33968311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ON FLEEK Cafe',4,2,07:30 - 17:30,,1,150,0,0,TRUE,TRUE,,FALSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473,0.377964473,0,0,0,0.755928946,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Forest Cafe (มายฟอร์เรส คาเฟ่),4,2,09:00 - 17:00,,1,80,2,2,TRUE,TRUE,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ยิ้มสู้กับอาจารย์วิริยะ,5,3,08:30 - 17:00,,1,N/A,1,1,TRUE,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE BARISTRO at NCU,3.7,15,07:30 - 18:00,,1,80,6,38,TRUE,TRUE,,FALSE,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.269581933,0.053916387,0,0.107832773,0.053916387,0.215665546,0.215665546,0,0.053916387,0,0,0,0,0.053916387,0,0.593080253,0.646996639,0.107832773,0,0.16174916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053916387,0,0,0,0
PUNN Smoothies น้ำปั่นและ ขนม by PUN Pâtisseries (ปั่น สมูทตี้),4,1,11:00 - 21:00,11:00 - 21:00,1,10,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tree of life cafe ต้นไม้แห่งชีวิต,3.8,9,09:30 - 17:00,09:30 - 16:30,2,40,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595,0.298142397,0.149071198,0,0,0.745355992,0.149071198,0,0,0,0,0,0,0.149071198,0,0,0,0.298142397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat@Rincome (อีท แอท รินคำ),3.9,18,11:30 - 22:00,11:30 - 22:00,3,150,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.394131711,0.492664639,0.197065856,0,0.197065856,0.197065856,0.492664639,0,0.197065856,0,0,0,0,0.197065856,0.098532928,0.295598783,0,0,0.098532928,0.197065856,0,0,0,0.098532928,0.098532928,0,0,0,0,0,0,0,0,0,0,0,0,0
Jardin d'été Gelato and Dessert Cafe (จาร์แดง เดเต้),3.8,39,09:00 - 17:00,,2,40,0,0,TRUE,TRUE,FALSE,TRUE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.600148203,0.111138556,0.244504823,0.088910845,0.022227711,0.377871091,0.155593979,0.022227711,0.022227711,0.044455422,0.044455422,0,0,0.044455422,0.022227711,0.200049401,0.511237358,0.266732535,0,0.111138556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inestinct25 (อีนสติงค์25),4.2,15,07:00 - 16:00,,1,40,9,37,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857492926,0,0.257247878,0.171498585,0,0.085749293,0.171498585,0,0.085749293,0,0,0.085749293,0,0.085749293,0,0.257247878,0.085749293,0.171498585,0,0.085749293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensbaker (ควีนส์เบเกอร์),3.9,9,09:00 - 20:00,,1,40,8,12,TRUE,TRUE,,FALSE,,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861640437,0,0,0.123091491,0,0,0.246182982,0,0,0,0,0,0,0.246182982,0,0.246182982,0,0,0,0.246182982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บุษบาตำเลย แม่โจ้ หมู่บ้านนนนิภาเฟส 2 ซอย 15 (บุษบาตำเลย),4.2,18,10:30 - 18:00,11:00 - 20:30,2,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834057656,0.312771621,0.208514414,0.104257207,0,0.104257207,0,0,0,0,0,0.104257207,0,0.104257207,0,0.312771621,0,0.104257207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104257207,0,0,0,0
